1.40364e+09,0.353303
1.40364e+09,0.438508
1.40364e+09,0.389464
1.40364e+09,0.377343
1.40364e+09,0.398484
1.40364e+09,0.394852
1.40364e+09,0.401719
1.40364e+09,0.380084
1.40364e+09,0.425962
1.40364e+09,0.388574
1.40364e+09,0.477935
1.40364e+09,0.423351
1.40364e+09,0.426955
1.40364e+09,0.399475
1.40364e+09,0.412696
1.40364e+09,0.359541
1.40364e+09,0.377541
1.40364e+09,0.411101
1.40364e+09,0.41619
1.40364e+09,0.358313
1.40364e+09,0.39835
1.40364e+09,0.384784
1.40364e+09,0.402879
1.40364e+09,0.414988
1.40364e+09,0.430945
1.40364e+09,0.446618
1.40364e+09,0.436294
1.40364e+09,0.411258
1.40364e+09,0.469468
1.40364e+09,0.465506
1.40364e+09,0.442115
1.40364e+09,0.482085
1.40364e+09,0.463913
1.40364e+09,0.440797
1.40364e+09,0.474184
1.40364e+09,0.476299
1.40364e+09,0.47625
1.40364e+09,0.436265
1.40364e+09,0.466672
1.40364e+09,0.468028
1.40364e+09,0.503012
1.40364e+09,0.491165
1.40364e+09,0.494203
1.40364e+09,0.48128
1.40364e+09,0.470755
1.40364e+09,0.444634
1.40364e+09,0.439468
1.40364e+09,0.428231
1.40364e+09,0.422456
1.40364e+09,0.39344
1.40364e+09,0.392616
1.40364e+09,0.409626
1.40364e+09,0.397654
1.40364e+09,0.401321
1.40364e+09,0.54679
1.40364e+09,0.429978
1.40364e+09,0.455478
1.40364e+09,0.417499
1.40364e+09,0.443628
1.40364e+09,0.455864
1.40364e+09,0.490914
1.40364e+09,0.465014
1.40364e+09,0.474951
1.40364e+09,0.505741
1.40364e+09,0.496416
1.40364e+09,0.528639
1.40364e+09,0.52003
1.40364e+09,0.541568
1.40364e+09,0.510257
1.40364e+09,0.518995
1.40364e+09,0.50516
1.40364e+09,0.545685
1.40364e+09,0.515653
1.40364e+09,0.467907
1.40364e+09,0.466474
1.40364e+09,0.469883
1.40364e+09,0.474438
1.40364e+09,0.463407
1.40364e+09,0.496848
1.40364e+09,0.446016
1.40364e+09,0.440178
1.40364e+09,0.47993
1.40364e+09,0.473509
1.40364e+09,0.460252
1.40364e+09,0.447836
1.40364e+09,0.4331
1.40364e+09,0.424774
1.40364e+09,0.366839
1.40364e+09,0.447568
1.40364e+09,0.437536
1.40364e+09,0.429725
1.40364e+09,0.456338
1.40364e+09,0.421179
1.40364e+09,0.427806
1.40364e+09,0.429509
1.40364e+09,0.446012
1.40364e+09,0.42696
1.40364e+09,0.466527
1.40364e+09,0.450107
1.40364e+09,0.461849
1.40364e+09,0.488985
1.40364e+09,0.463648
1.40364e+09,0.480697
1.40364e+09,0.491972
1.40364e+09,0.513137
1.40364e+09,0.514649
1.40364e+09,0.45409
1.40364e+09,0.500151
1.40364e+09,0.494274
1.40364e+09,0.504208
1.40364e+09,0.474589
1.40364e+09,0.495087
1.40364e+09,0.464661
1.40364e+09,0.442063
1.40364e+09,0.433073
1.40364e+09,0.445816
1.40364e+09,0.488034
1.40364e+09,0.465777
1.40364e+09,0.503676
1.40364e+09,0.431431
1.40364e+09,0.42392
1.40364e+09,0.468795
1.40364e+09,0.5211
1.40364e+09,0.388233
1.40364e+09,0.408846
1.40364e+09,0.473723
1.40364e+09,0.436224
1.40364e+09,0.438217
1.40364e+09,0.494724
1.40364e+09,0.434441
1.40364e+09,0.402844
1.40364e+09,0.429385
1.40364e+09,0.429539
1.40364e+09,0.460499
1.40364e+09,0.432804
